,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,total_ask_vol,total_bid_vol,ask_vwap,bid_vwap,spread
10700,1085.0,8.0,1084.0,4.0,1077.0,41.0,1093.0,8.0,1094.0,4.0,1100.0,41.0,1089.0,109623.203125,1088.75,0.9,9.5,-5.0,2069.029,72.22682,1,53.0,53.0,1098.4905660377358,1078.7358490566037,8.0
10800,1084.0,6.0,1083.0,4.0,1077.0,47.0,1092.0,6.0,1093.0,4.0,1100.0,47.0,1088.0,109623.203125,1088.25,0.9,9.5,-5.0,2068.6958,72.24583,1,57.0,57.0,1098.6666666666667,1078.157894736842,8.0
10900,1085.0,10.0,1084.0,4.0,1077.0,52.0,1093.0,10.0,1094.0,4.0,1100.0,52.0,1089.0,109623.203125,1088.75,0.9,9.5,-5.0,2068.3618,72.26479,1,66.0,66.0,1098.5757575757575,1078.6363636363637,8.0
11000,1085.0,8.0,1084.0,4.0,1077.0,42.0,1093.0,8.0,1094.0,4.0,1100.0,42.0,1089.0,109623.203125,1088.75,0.9,9.5,-5.0,2068.0273,72.28374,1,54.0,54.0,1098.5185185185185,1078.7037037037037,8.0
11100,1083.0,10.0,1082.0,4.0,1076.0,49.0,1091.0,10.0,1092.0,4.0,1099.0,49.0,1087.0,109623.203125,1087.25,0.9,9.5,-5.0,2067.692,72.30265,1,63.0,63.0,1097.2857142857142,1077.4920634920634,8.0
11200,1083.0,10.0,1082.0,5.0,1076.0,56.0,1091.0,10.0,1092.0,5.0,1099.0,56.0,1087.0,109623.203125,1087.25,0.9,9.5,-5.0,2067.3557,72.321526,1,71.0,71.0,1097.380281690141,1077.4084507042253,8.0
11300,1082.0,10.0,1081.0,2.0,1075.0,52.0,1090.0,10.0,1091.0,2.0,1098.0,52.0,1086.0,109623.203125,1086.25,0.9,9.5,-5.0,2067.0188,72.34038,1,64.0,64.0,1096.53125,1076.28125,8.0
11400,1082.0,5.0,1081.0,3.0,1074.0,39.0,1090.0,5.0,1091.0,3.0,1097.0,39.0,1086.0,109623.203125,1085.75,0.9,9.5,-5.0,2066.6814,72.3592,1,47.0,47.0,1095.872340425532,1075.2978723404256,8.0
11500,1082.0,10.0,1081.0,4.0,1074.0,53.0,1090.0,10.0,1091.0,4.0,1097.0,53.0,1086.0,109623.203125,1085.75,0.9,9.5,-5.0,2066.343,72.37798,1,67.0,67.0,1095.597014925373,1075.6119402985075,8.0
11600,1081.0,6.0,1080.0,5.0,1074.0,53.0,1089.0,6.0,1090.0,5.0,1097.0,53.0,1085.0,109623.203125,1085.25,0.9,9.5,-5.0,2066.004,72.39674,1,64.0,64.0,1095.703125,1075.125,8.0
11700,1082.0,7.0,1080.0,3.0,1074.0,44.0,1089.0,7.0,1091.0,3.0,1097.0,44.0,1085.5,109623.203125,1085.5,0.9,9.5,-5.0,2065.6643,72.41547,1,54.0,54.0,1095.6296296296296,1075.3703703703704,7.0
11800,1082.0,7.0,1080.0,2.0,1074.0,43.0,1089.0,7.0,1091.0,2.0,1097.0,43.0,1085.5,109623.203125,1085.5,0.9,9.5,-5.0,2065.3237,72.434166,1,52.0,52.0,1095.6923076923076,1075.3076923076924,7.0
11900,1082.0,10.0,1081.0,2.0,1075.0,42.0,1090.0,10.0,1091.0,2.0,1098.0,42.0,1086.0,109623.203125,1086.25,0.9,9.5,-5.0,2064.9824,72.452835,1,54.0,54.0,1096.2592592592594,1076.5185185185185,8.0
12000,1081.0,5.0,1080.0,2.0,1073.0,38.0,1089.0,5.0,1090.0,2.0,1096.0,38.0,1085.0,109623.203125,1084.75,0.9,9.5,-5.0,2064.6406,72.47147,1,45.0,45.0,1094.9555555555555,1074.2,8.0
12100,1082.0,8.0,1081.0,3.0,1074.0,43.0,1086.0,5.0,1090.0,8.0,1091.0,3.0,1084.0,109623.203125,1085.75,0.9,9.5,-5.0,2064.2979,72.490074,1,16.0,54.0,1088.9375,1075.5740740740741,4.0
12200,1082.0,7.0,1081.0,2.0,1075.0,43.0,1090.0,7.0,1091.0,2.0,1098.0,43.0,1086.0,109623.203125,1086.25,0.9,9.5,-5.0,2063.9546,72.50865,1,52.0,52.0,1096.6538461538462,1076.173076923077,8.0
12300,1083.0,5.0,1082.0,3.0,1076.0,36.0,1091.0,5.0,1092.0,3.0,1099.0,36.0,1087.0,109623.203125,1087.25,0.9,9.5,-5.0,2063.6104,72.5272,1,44.0,44.0,1097.6136363636363,1077.2045454545455,8.0
12400,1083.0,10.0,1082.0,4.0,1076.0,58.0,1091.0,10.0,1092.0,4.0,1099.0,58.0,1087.0,109623.203125,1087.25,0.9,9.5,-5.0,2063.2656,72.545715,1,72.0,72.0,1097.5,1077.3055555555557,8.0
12500,1083.0,5.0,1082.0,5.0,1075.0,45.0,1091.0,5.0,1092.0,5.0,1098.0,45.0,1087.0,109623.203125,1086.75,0.9,9.5,-5.0,2062.9202,72.5642,1,55.0,55.0,1096.8181818181818,1076.3636363636363,8.0
12600,1083.0,5.0,1082.0,3.0,1075.0,43.0,1091.0,5.0,1092.0,3.0,1098.0,43.0,1087.0,109623.203125,1086.75,0.9,9.5,-5.0,2062.574,72.58266,1,51.0,51.0,1096.9607843137255,1076.1960784313726,8.0
12700,1084.0,8.0,1083.0,4.0,1076.0,45.0,1088.0,7.0,1092.0,8.0,1093.0,4.0,1086.0,109623.203125,1087.75,0.9,9.5,-5.0,2062.227,72.60108,1,19.0,57.0,1090.7368421052631,1077.6140350877192,4.0
12800,1084.0,9.0,1083.0,2.0,1076.0,51.0,1092.0,9.0,1093.0,2.0,1099.0,51.0,1088.0,109623.203125,1087.75,0.9,9.5,-5.0,2061.8794,72.619484,1,62.0,62.0,1097.7903225806451,1077.3870967741937,8.0
12900,1083.0,8.0,1082.0,5.0,1075.0,57.0,1091.0,8.0,1092.0,5.0,1098.0,57.0,1087.0,109623.203125,1086.75,0.9,9.5,-5.0,2061.531,72.63785,1,70.0,70.0,1096.7714285714285,1076.4142857142858,8.0
13000,1084.0,7.0,1083.0,4.0,1076.0,50.0,1092.0,7.0,1093.0,4.0,1099.0,50.0,1088.0,109623.203125,1087.75,0.9,9.5,-5.0,2061.1821,72.65619,1,61.0,61.0,1097.8032786885246,1077.377049180328,8.0
13100,1083.0,5.0,1082.0,5.0,1076.0,43.0,1091.0,5.0,1092.0,5.0,1099.0,43.0,1087.0,109623.203125,1087.25,0.9,9.5,-5.0,2060.8323,72.67449,1,53.0,53.0,1097.5849056603774,1077.2264150943397,8.0
13200,1083.0,6.0,1082.0,2.0,1076.0,43.0,1091.0,6.0,1092.0,2.0,1099.0,43.0,1087.0,109623.203125,1087.25,0.9,9.5,-5.0,2060.482,72.69277,1,51.0,51.0,1097.7843137254902,1077.0588235294117,8.0
13300,1085.0,9.0,1084.0,2.0,1077.0,58.0,1093.0,9.0,1094.0,2.0,1100.0,58.0,1089.0,109623.203125,1088.75,0.9,9.5,-5.0,2060.1309,72.71102,1,69.0,69.0,1098.9130434782608,1078.2463768115942,8.0
13400,1084.0,7.0,1083.0,5.0,1077.0,54.0,1092.0,7.0,1093.0,5.0,1100.0,54.0,1088.0,109623.203125,1088.25,0.9,9.5,-5.0,2059.779,72.72925,1,66.0,66.0,1098.621212121212,1078.1969696969697,8.0
13500,1083.0,6.0,1082.0,2.0,1075.0,46.0,1091.0,6.0,1092.0,2.0,1098.0,46.0,1087.0,109623.203125,1086.75,0.9,9.5,-5.0,2059.4265,72.74744,1,54.0,54.0,1097.0,1076.148148148148,8.0
13600,1084.0,7.0,1083.0,3.0,1076.0,50.0,1092.0,7.0,1093.0,3.0,1099.0,50.0,1088.0,109623.203125,1087.75,0.9,9.5,-5.0,2059.0732,72.7656,1,60.0,60.0,1097.8833333333334,1077.2833333333333,8.0
13700,1084.0,8.0,1083.0,4.0,1077.0,57.0,1092.0,8.0,1093.0,4.0,1100.0,57.0,1088.0,109623.203125,1088.25,0.9,9.5,-5.0,2058.7195,72.78373,1,69.0,69.0,1098.6666666666667,1078.159420289855,8.0
13800,1085.0,6.0,1084.0,4.0,1077.0,47.0,1093.0,6.0,1094.0,4.0,1100.0,47.0,1089.0,109623.203125,1088.75,0.9,9.5,-5.0,2058.3647,72.801834,1,57.0,57.0,1098.842105263158,1078.3333333333333,8.0
13900,1085.0,6.0,1084.0,5.0,1077.0,46.0,1093.0,6.0,1094.0,5.0,1101.0,46.0,1089.0,109623.203125,1089.0,0.9,9.5,-5.0,2058.0095,72.81991,1,57.0,57.0,1099.5438596491229,1078.4561403508771,8.0
14000,1087.0,7.0,1086.0,2.0,1080.0,50.0,1095.0,7.0,1096.0,2.0,1103.0,50.0,1091.0,109623.203125,1091.25,0.9,9.5,-5.0,2057.6536,72.83796,1,59.0,59.0,1101.8135593220338,1081.0338983050847,8.0
14100,1087.0,10.0,1086.0,2.0,1080.0,50.0,1095.0,10.0,1096.0,2.0,1103.0,50.0,1091.0,109623.203125,1091.25,0.9,9.5,-5.0,2057.297,72.85597,1,62.0,62.0,1101.483870967742,1081.3225806451612,8.0
14200,1086.0,9.0,1085.0,4.0,1078.0,50.0,1094.0,9.0,1095.0,4.0,1101.0,50.0,1090.0,109623.203125,1089.75,0.9,9.5,-5.0,2056.9397,72.87396,1,63.0,63.0,1099.6190476190477,1079.5873015873017,8.0
14300,1086.0,6.0,1085.0,4.0,1078.0,48.0,1094.0,6.0,1095.0,4.0,1101.0,48.0,1090.0,109623.203125,1089.75,0.9,9.5,-5.0,2056.5818,72.89192,1,58.0,58.0,1099.8620689655172,1079.3103448275863,8.0
14400,1086.0,5.0,1085.0,5.0,1078.0,49.0,1094.0,5.0,1095.0,5.0,1102.0,49.0,1090.0,109623.203125,1090.0,0.9,9.5,-5.0,2056.2231,72.90986,1,59.0,59.0,1100.7288135593221,1079.2711864406779,8.0
14500,1087.0,10.0,1086.0,5.0,1079.0,44.0,1095.0,10.0,1096.0,5.0,1102.0,44.0,1091.0,109623.203125,1090.75,0.9,9.5,-5.0,2055.8638,72.92776,1,59.0,59.0,1100.3050847457628,1080.949152542373,8.0
14600,1088.0,7.0,1087.0,2.0,1080.0,41.0,1096.0,7.0,1097.0,2.0,1103.0,41.0,1092.0,109623.203125,1091.75,0.9,9.5,-5.0,2055.504,72.94563,1,50.0,50.0,1101.78,1081.4,8.0
14700,1088.0,9.0,1087.0,4.0,1080.0,48.0,1096.0,9.0,1097.0,4.0,1103.0,48.0,1092.0,109623.203125,1091.75,0.9,9.5,-5.0,2055.143,72.96348,1,61.0,61.0,1101.5737704918033,1081.639344262295,8.0
14800,1088.0,6.0,1087.0,3.0,1080.0,44.0,1096.0,6.0,1097.0,3.0,1103.0,44.0,1092.0,109623.203125,1091.75,0.9,9.5,-5.0,2054.7817,72.9813,1,53.0,53.0,1101.867924528302,1081.301886792453,8.0
14900,1092.0,8.0,1089.0,7.0,1088.0,5.0,1097.0,7.0,1098.0,5.0,1104.0,47.0,1094.5,100908.0,1092.75,0.9,9.5,-5.0,2054.42,72.99909,1,59.0,20.0,1102.6610169491526,1089.95,5.0
15000,1088.0,9.0,1087.0,4.0,1081.0,51.0,1096.0,9.0,1097.0,4.0,1104.0,51.0,1092.0,109644.0,1092.25,0.9,9.5,-5.0,2054.0571,73.01685,1,64.0,64.0,1102.4375,1082.359375,8.0
15100,1088.0,10.0,1087.0,2.0,1081.0,52.0,1096.0,10.0,1097.0,2.0,1104.0,52.0,1092.0,109644.0,1092.25,0.9,9.5,-5.0,2053.6938,73.034584,1,64.0,64.0,1102.53125,1082.28125,8.0
15200,1087.0,6.0,1086.0,3.0,1080.0,45.0,1095.0,6.0,1096.0,3.0,1103.0,45.0,1091.0,109644.0,1091.25,0.9,9.5,-5.0,2053.3298,73.05229,1,54.0,54.0,1101.7222222222222,1081.111111111111,8.0
15300,1087.0,5.0,1086.0,4.0,1080.0,46.0,1095.0,5.0,1096.0,4.0,1103.0,46.0,1091.0,109644.0,1091.25,0.9,9.5,-5.0,2052.9653,73.06997,1,55.0,55.0,1101.7636363636364,1081.0727272727272,8.0
15400,1087.0,10.0,1086.0,3.0,1079.0,52.0,1095.0,10.0,1096.0,3.0,1102.0,52.0,1091.0,109644.0,1090.75,0.9,9.5,-5.0,2052.5999,73.087616,1,65.0,65.0,1100.6461538461538,1080.553846153846,8.0
15500,1094.0,4.0,1088.0,8.0,1087.0,4.0,1096.0,8.0,1097.0,4.0,1104.0,45.0,1095.0,105288.3984375,1092.25,0.9,9.5,-5.0,2052.234,73.10524,1,57.0,16.0,1102.3859649122808,1089.25,2.0
15600,1088.0,6.0,1087.0,4.0,1080.0,47.0,1096.0,6.0,1097.0,4.0,1103.0,47.0,1092.0,109664.3984375,1091.75,0.9,9.5,-5.0,2051.8674,73.12283,1,57.0,57.0,1101.842105263158,1081.3333333333333,8.0
15700,1087.0,5.0,1086.0,3.0,1080.0,35.0,1095.0,5.0,1096.0,3.0,1103.0,35.0,1091.0,109664.3984375,1091.25,0.9,9.5,-5.0,2051.5002,73.1404,1,43.0,43.0,1101.5813953488373,1081.2325581395348,8.0
15800,1087.0,8.0,1086.0,4.0,1080.0,49.0,1095.0,8.0,1096.0,4.0,1103.0,49.0,1091.0,109664.3984375,1091.25,0.9,9.5,-5.0,2051.1323,73.157936,1,61.0,61.0,1101.4918032786886,1081.311475409836,8.0
15900,1086.0,5.0,1085.0,2.0,1079.0,47.0,1089.0,5.0,1094.0,5.0,1095.0,2.0,1087.5,109664.3984375,1090.25,0.9,9.5,-5.0,2050.7637,73.17545,1,12.0,54.0,1092.0833333333333,1079.8703703703704,3.0
16000,1087.0,6.0,1086.0,5.0,1080.0,45.0,1095.0,6.0,1096.0,5.0,1103.0,45.0,1091.0,109664.3984375,1091.25,0.9,9.5,-5.0,2050.3945,73.19293,1,56.0,56.0,1101.517857142857,1081.2857142857142,8.0
16100,1087.0,8.0,1086.0,2.0,1080.0,44.0,1095.0,8.0,1096.0,2.0,1103.0,44.0,1091.0,109664.3984375,1091.25,0.9,9.5,-5.0,2050.0247,73.21039,1,54.0,54.0,1101.5555555555557,1081.2592592592594,8.0
16200,1087.0,6.0,1086.0,2.0,1079.0,37.0,1095.0,6.0,1096.0,2.0,1103.0,37.0,1091.0,109664.3984375,1091.0,0.9,9.5,-5.0,2049.6543,73.22782,1,45.0,45.0,1101.6222222222223,1080.3777777777777,8.0
16300,1086.0,8.0,1085.0,2.0,1078.0,49.0,1094.0,8.0,1095.0,2.0,1101.0,49.0,1090.0,109664.3984375,1089.75,0.9,9.5,-5.0,2049.2832,73.245224,1,59.0,59.0,1099.8474576271187,1079.322033898305,8.0
16400,1086.0,7.0,1084.0,5.0,1078.0,52.0,1093.0,7.0,1095.0,5.0,1101.0,52.0,1089.5,109664.3984375,1089.5,0.9,9.5,-5.0,2048.9114,73.262596,1,64.0,64.0,1099.65625,1079.34375,7.0
16500,1088.0,8.0,1085.0,10.0,1084.0,4.0,1093.0,10.0,1094.0,4.0,1100.0,47.0,1090.5,100981.1953125,1088.75,0.9,9.5,-5.0,2048.539,73.279945,1,61.0,22.0,1098.4590163934427,1085.909090909091,5.0
16600,1084.0,8.0,1083.0,2.0,1076.0,45.0,1086.0,3.0,1092.0,8.0,1093.0,2.0,1085.0,109685.1953125,1087.75,0.9,9.5,-5.0,2048.166,73.297264,1,13.0,55.0,1090.7692307692307,1077.418181818182,2.0
16700,1085.0,5.0,1084.0,5.0,1077.0,48.0,1093.0,5.0,1094.0,5.0,1100.0,48.0,1089.0,109685.1953125,1088.75,0.9,9.5,-5.0,2047.7924,73.31456,1,58.0,58.0,1098.8793103448277,1078.2931034482758,8.0
16800,1085.0,9.0,1083.0,4.0,1077.0,46.0,1092.0,9.0,1094.0,4.0,1100.0,46.0,1088.5,109685.1953125,1088.5,0.9,9.5,-5.0,2047.4181,73.331825,1,59.0,59.0,1098.3728813559321,1078.6271186440679,7.0
16900,1084.0,8.0,1083.0,4.0,1076.0,50.0,1092.0,8.0,1093.0,4.0,1099.0,50.0,1088.0,109685.1953125,1087.75,0.9,9.5,-5.0,2047.0432,73.34907,1,62.0,62.0,1097.7096774193549,1077.483870967742,8.0
17000,1085.0,6.0,1084.0,4.0,1078.0,46.0,1093.0,6.0,1094.0,4.0,1101.0,46.0,1089.0,109685.1953125,1089.25,0.8,9.5,-5.0,2046.6676,73.36628,1,56.0,56.0,1099.642857142857,1079.1785714285713,8.0
17100,1086.0,6.0,1085.0,4.0,1078.0,50.0,1094.0,6.0,1095.0,4.0,1101.0,50.0,1090.0,109685.1953125,1089.75,0.8,9.5,-5.0,2046.2915,73.38347,1,60.0,60.0,1099.9,1079.2666666666667,8.0
17200,1086.0,9.0,1085.0,3.0,1078.0,52.0,1094.0,9.0,1095.0,3.0,1101.0,52.0,1090.0,109685.1953125,1089.75,0.8,9.5,-4.5,2045.9147,73.40063,1,64.0,64.0,1099.734375,1079.453125,8.0
17300,1083.0,6.0,1082.0,3.0,1075.0,48.0,1091.0,6.0,1092.0,3.0,1098.0,48.0,1087.0,109685.1953125,1086.75,0.8,9.5,-4.5,2045.5374,73.41776,1,57.0,57.0,1096.9473684210527,1076.2105263157894,8.0
17400,1083.0,9.0,1082.0,4.0,1075.0,41.0,1091.0,9.0,1092.0,4.0,1098.0,41.0,1087.0,109685.1953125,1086.75,0.8,9.5,-4.5,2045.1593,73.43487,1,54.0,54.0,1096.388888888889,1076.851851851852,8.0
17500,1082.0,9.0,1081.0,2.0,1075.0,51.0,1090.0,9.0,1091.0,2.0,1098.0,51.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2044.7806,73.45194,1,62.0,62.0,1096.6129032258063,1076.2096774193549,8.0
17600,1082.0,8.0,1081.0,5.0,1075.0,48.0,1090.0,8.0,1091.0,5.0,1098.0,48.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2044.4015,73.469,1,61.0,61.0,1096.377049180328,1076.4098360655737,8.0
17700,1082.0,10.0,1081.0,2.0,1075.0,48.0,1090.0,10.0,1091.0,2.0,1098.0,48.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2044.0216,73.48603,1,60.0,60.0,1096.4333333333334,1076.3666666666666,8.0
17800,1083.0,10.0,1081.0,4.0,1075.0,46.0,1090.0,10.0,1092.0,4.0,1098.0,46.0,1086.5,109685.1953125,1086.5,0.8,9.5,-4.5,2043.6411,73.50303,1,60.0,60.0,1096.2666666666667,1076.7333333333333,7.0
17900,1082.0,7.0,1081.0,4.0,1074.0,47.0,1090.0,7.0,1091.0,4.0,1097.0,47.0,1086.0,109685.1953125,1085.75,0.8,9.5,-4.5,2043.26,73.520004,1,58.0,58.0,1095.7413793103449,1075.448275862069,8.0
18000,1082.0,6.0,1081.0,3.0,1075.0,39.0,1090.0,6.0,1091.0,3.0,1098.0,39.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2042.8784,73.53696,1,48.0,48.0,1096.5625,1076.25,8.0
18100,1082.0,5.0,1081.0,5.0,1075.0,55.0,1090.0,5.0,1091.0,5.0,1098.0,55.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2042.4961,73.55388,1,65.0,65.0,1096.8461538461538,1076.0,8.0
18200,1081.0,6.0,1080.0,5.0,1074.0,49.0,1089.0,6.0,1090.0,5.0,1097.0,49.0,1085.0,109685.1953125,1085.25,0.8,9.5,-4.5,2042.1132,73.57077,1,60.0,60.0,1095.6166666666666,1075.2,8.0
18300,1083.0,7.0,1082.0,2.0,1075.0,55.0,1091.0,7.0,1092.0,2.0,1098.0,55.0,1087.0,109685.1953125,1086.75,0.8,9.5,-4.5,2041.7297,73.58765,1,64.0,64.0,1097.046875,1076.09375,8.0
18400,1083.0,9.0,1081.0,3.0,1075.0,50.0,1090.0,9.0,1092.0,3.0,1098.0,50.0,1086.5,109685.1953125,1086.5,0.8,9.5,-4.5,2041.3456,73.60449,1,62.0,62.0,1096.5483870967741,1076.4516129032259,7.0
18500,1083.0,7.0,1082.0,5.0,1076.0,46.0,1091.0,7.0,1092.0,5.0,1099.0,46.0,1087.0,109685.1953125,1087.25,0.8,9.5,-4.5,2040.9609,73.62131,1,58.0,58.0,1097.4310344827586,1077.3620689655172,8.0
18600,1084.0,5.0,1083.0,4.0,1077.0,48.0,1092.0,5.0,1093.0,4.0,1100.0,48.0,1088.0,109685.1953125,1088.25,0.8,9.5,-4.5,2040.5757,73.63811,1,57.0,57.0,1098.8070175438597,1078.0350877192982,8.0
18700,1083.0,7.0,1082.0,3.0,1076.0,38.0,1091.0,7.0,1092.0,3.0,1099.0,38.0,1087.0,109685.1953125,1087.25,0.8,9.5,-4.5,2040.1898,73.65487,1,48.0,48.0,1097.3958333333333,1077.3958333333333,8.0
18800,1085.0,9.0,1084.0,4.0,1077.0,53.0,1093.0,9.0,1094.0,4.0,1100.0,53.0,1089.0,109685.1953125,1088.75,0.8,9.5,-4.5,2039.8033,73.671616,1,66.0,66.0,1098.6818181818182,1078.5151515151515,8.0
18900,1085.0,9.0,1084.0,3.0,1077.0,57.0,1093.0,9.0,1094.0,3.0,1101.0,57.0,1089.0,109685.1953125,1089.0,0.8,9.5,-4.5,2039.4163,73.68833,1,69.0,69.0,1099.6521739130435,1078.3478260869565,8.0
19000,1083.0,9.0,1082.0,2.0,1075.0,54.0,1091.0,9.0,1092.0,2.0,1098.0,54.0,1087.0,109685.1953125,1086.75,0.8,9.5,-4.5,2039.0287,73.705025,1,65.0,65.0,1096.8461538461538,1076.323076923077,8.0
19100,1082.0,8.0,1081.0,2.0,1075.0,54.0,1090.0,8.0,1091.0,2.0,1098.0,54.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2038.6404,73.72169,1,64.0,64.0,1096.78125,1076.0625,8.0
19200,1082.0,10.0,1081.0,4.0,1075.0,49.0,1090.0,10.0,1091.0,4.0,1098.0,49.0,1086.0,109685.1953125,1086.25,0.8,9.5,-4.5,2038.2516,73.738335,1,63.0,63.0,1096.2857142857142,1076.4920634920634,8.0
19300,1084.0,10.0,1083.0,2.0,1077.0,52.0,1092.0,10.0,1093.0,2.0,1100.0,52.0,1088.0,109685.1953125,1088.25,0.8,9.5,-4.5,2037.8622,73.75495,1,64.0,64.0,1098.53125,1078.28125,8.0
19400,1083.0,7.0,1082.0,2.0,1076.0,51.0,1091.0,7.0,1092.0,2.0,1099.0,51.0,1087.0,109685.1953125,1087.25,0.8,9.5,-4.5,2037.4722,73.77154,1,60.0,60.0,1097.8333333333333,1077.0166666666667,8.0
19500,1083.0,10.0,1082.0,2.0,1075.0,47.0,1091.0,10.0,1092.0,2.0,1098.0,47.0,1087.0,109685.1953125,1086.75,0.8,9.5,-4.5,2037.0817,73.78811,1,59.0,59.0,1096.6101694915253,1076.593220338983,8.0
19600,1083.0,7.0,1082.0,4.0,1076.0,50.0,1091.0,7.0,1092.0,4.0,1099.0,50.0,1087.0,109685.1953125,1087.25,0.8,9.5,-4.5,2036.6906,73.80465,1,61.0,61.0,1097.622950819672,1077.1967213114754,8.0
19700,1084.0,9.0,1083.0,2.0,1077.0,51.0,1092.0,9.0,1093.0,2.0,1100.0,51.0,1088.0,109685.1953125,1088.25,0.8,9.5,-4.5,2036.2988,73.82116,1,62.0,62.0,1098.6129032258063,1078.2096774193549,8.0
19800,1085.0,5.0,1084.0,2.0,1078.0,50.0,1093.0,5.0,1094.0,2.0,1101.0,50.0,1089.0,109685.1953125,1089.25,0.8,9.5,-4.5,2035.9066,73.837654,1,57.0,57.0,1100.0526315789473,1078.8245614035088,8.0
19900,1087.0,5.0,1086.0,4.0,1080.0,49.0,1095.0,5.0,1096.0,4.0,1103.0,49.0,1091.0,109685.1953125,1091.25,0.8,9.5,-4.5,2035.5137,73.85412,1,58.0,58.0,1101.8275862068965,1081.0172413793102,8.0
20000,1087.0,6.0,1086.0,4.0,1080.0,43.0,1095.0,6.0,1096.0,4.0,1103.0,43.0,1091.0,109685.1953125,1091.25,0.8,9.5,-4.5,2035.1202,73.87056,1,53.0,53.0,1101.566037735849,1081.245283018868,8.0
20100,1088.0,9.0,1087.0,4.0,1081.0,50.0,1096.0,9.0,1097.0,4.0,1104.0,50.0,1092.0,109685.1953125,1092.25,0.8,9.5,-4.5,2034.7263,73.88698,1,63.0,63.0,1102.4126984126983,1082.3809523809523,8.0
20200,1093.0,9.0,1090.0,6.0,1089.0,4.0,1098.0,6.0,1099.0,4.0,1105.0,42.0,1095.5,99867.9921875,1093.75,0.8,9.5,-4.5,2034.3318,73.90337,1,52.0,19.0,1103.7307692307693,1091.2105263157894,5.0
20300,1088.0,5.0,1087.0,4.0,1080.0,49.0,1096.0,5.0,1097.0,4.0,1103.0,49.0,1092.0,109704.9921875,1091.75,0.8,9.5,-4.5,2033.9366,73.91974,1,58.0,58.0,1101.9827586206898,1081.1724137931035,8.0
20400,1089.0,9.0,1088.0,3.0,1081.0,55.0,1097.0,9.0,1098.0,3.0,1104.0,55.0,1093.0,109704.9921875,1092.75,0.8,9.5,-4.5,2033.541,73.93608,1,67.0,67.0,1102.7910447761194,1082.3880597014925,8.0
20500,1088.0,8.0,1087.0,5.0,1080.0,56.0,1090.0,2.0,1096.0,8.0,1097.0,5.0,1089.0,109704.9921875,1091.75,0.8,9.5,-4.5,2033.1448,73.9524,1,15.0,69.0,1095.5333333333333,1081.4347826086957,2.0
20600,1088.0,8.0,1087.0,3.0,1080.0,50.0,1096.0,8.0,1097.0,3.0,1103.0,50.0,1092.0,109704.9921875,1091.75,0.8,9.5,-4.5,2032.7479,73.9687,1,61.0,61.0,1101.7868852459017,1081.3934426229507,8.0
20700,1088.0,5.0,1087.0,3.0,1080.0,38.0,1096.0,5.0,1097.0,3.0,1103.0,38.0,1092.0,109704.9921875,1091.75,0.8,9.5,-4.5,2032.3506,73.98497,1,46.0,46.0,1101.8478260869565,1081.3260869565217,8.0
20800,1088.0,7.0,1087.0,5.0,1080.0,48.0,1096.0,7.0,1097.0,5.0,1103.0,48.0,1092.0,109704.9921875,1091.75,0.8,9.5,-4.5,2031.9528,74.00121,1,60.0,60.0,1101.6833333333334,1081.5166666666667,8.0
20900,1088.0,9.0,1087.0,2.0,1081.0,48.0,1096.0,9.0,1097.0,2.0,1104.0,48.0,1092.0,109704.9921875,1092.25,0.8,9.5,-4.5,2031.5543,74.01744,1,59.0,59.0,1102.542372881356,1082.2711864406779,8.0
21000,1088.0,9.0,1087.0,5.0,1080.0,43.0,1096.0,9.0,1097.0,5.0,1103.0,43.0,1092.0,109704.9921875,1091.75,0.8,9.5,-4.5,2031.1553,74.03364,1,57.0,57.0,1101.3684210526317,1081.877192982456,8.0
21100,1088.0,5.0,1087.0,2.0,1080.0,51.0,1096.0,5.0,1097.0,2.0,1103.0,51.0,1092.0,109704.9921875,1091.75,0.8,9.5,-4.5,2030.7557,74.04981,1,58.0,58.0,1102.1896551724137,1080.9310344827586,8.0
21200,1086.0,10.0,1085.0,5.0,1078.0,53.0,1094.0,10.0,1095.0,5.0,1101.0,53.0,1090.0,109704.9921875,1089.75,0.8,9.5,-4.5,2030.3556,74.06596,1,68.0,68.0,1099.5294117647059,1079.6911764705883,8.0
21300,1084.0,8.0,1083.0,2.0,1077.0,55.0,1092.0,8.0,1093.0,2.0,1100.0,55.0,1088.0,109704.9921875,1088.25,0.8,9.5,-4.5,2029.955,74.082085,1,65.0,65.0,1098.8,1078.0461538461539,8.0
